,Time,Freq,Angle1,Angle2,Phase
525,584.5,0.5558,0.434,1.4,-0.966
526,586.3,0.5542,0.421,1.4,-0.9789999999999999
527,588.12,0.5528,0.432,1.4,-0.968
528,589.92,0.5508,0.412,1.4,-0.988
529,591.76,0.5487,0.441,1.4,-0.9589999999999999
530,593.58,0.5468,0.43,1.4,-0.97
531,595.42,0.5446,0.43,1.4,-0.97
532,597.26,0.5432,0.435,1.4,-0.9649999999999999
533,599.1,0.5414,0.421,1.4,-0.9789999999999999
534,600.96,0.5396,0.426,1.4,-0.974
535,602.82,0.538,0.423,1.4,-0.9769999999999999
536,604.68,0.5359,0.426,1.4,-0.974
537,606.56,0.5342,0.443,1.4,-0.9569999999999999
538,608.44,0.5326,0.44,1.4,-0.96
539,610.32,0.5306,0.429,1.4,-0.9709999999999999
540,612.2,0.5287,0.415,1.4,-0.9849999999999999
541,614.1,0.5266,0.423,1.4,-0.9769999999999999
542,616.02,0.5254,0.435,1.4,-0.9649999999999999
543,617.92,0.5233,0.423,1.4,-0.9769999999999999
544,619.84,0.5218,0.435,1.4,-0.9649999999999999
545,621.78,0.5196,0.438,1.4,-0.962
546,623.7,0.5176,0.426,1.4,-0.974
547,625.64,0.5155,0.429,1.4,-0.9709999999999999
548,627.58,0.5127,0.415,1.4,-0.9849999999999999
549,629.54,0.5106,0.419,1.4,-0.9809999999999999
550,631.52,0.5079,0.429,1.4,-0.9709999999999999
551,633.5,0.5052,0.438,1.4,-0.962
552,635.46,0.503,0.413,1.4,-0.9869999999999999
553,637.46,0.5009,0.423,1.4,-0.9769999999999999
554,639.48,0.4983,0.41,1.4,-0.99
555,641.52,0.4957,0.426,1.4,-0.974
556,643.54,0.4933,0.418,1.4,-0.982
557,645.58,0.4911,0.421,1.4,-0.9789999999999999
558,647.62,0.4887,0.413,1.4,-0.9869999999999999
559,649.68,0.4862,0.419,1.4,-0.9809999999999999
560,651.74,0.4843,0.421,1.4,-0.9789999999999999
561,653.8,0.482,0.416,1.4,-0.984
562,655.9,0.4795,0.419,1.4,-0.9809999999999999
563,657.98,0.4762,0.404,1.4,-0.9959999999999999
564,660.1,0.4731,0.405,1.4,-0.9949999999999999
565,662.24,0.4703,0.412,1.4,-0.988
566,664.38,0.4672,0.412,1.4,-0.988
567,666.52,0.4635,0.405,1.4,-0.9949999999999999
568,668.7,0.4604,0.407,1.4,-0.9929999999999999
569,670.88,0.4573,0.391,1.4,-1.009
570,673.08,0.4551,0.388,1.4,-1.012
571,675.3,0.4526,0.393,1.4,-1.007
572,677.52,0.4504,0.385,1.4,-1.015
573,679.78,0.4483,0.388,1.4,-1.012
574,682.02,0.4463,0.383,1.4,-1.017
575,684.26,0.4442,0.386,1.4,-1.0139999999999998
576,686.5,0.442,0.391,1.4,-1.009
577,688.78,0.44,0.383,1.4,-1.017
578,691.06,0.4373,0.388,1.4,-1.012
579,693.34,0.4347,0.377,1.4,-1.023
580,695.66,0.4324,0.383,1.4,-1.017
581,698.0,0.4298,0.377,1.4,-1.023
582,700.34,0.4266,0.379,1.4,-1.021
583,702.72,0.4235,0.377,1.4,-1.023
584,705.1,0.4203,0.368,1.4,-1.032
585,707.5,0.4168,0.368,1.4,-1.032
586,709.92,0.4133,0.375,1.4,-1.025
587,712.34,0.4099,0.364,1.4,-1.036
588,714.8,0.4073,0.361,1.4,-1.039
589,717.28,0.4045,0.366,1.4,-1.0339999999999998
590,719.76,0.4015,0.361,1.4,-1.039
591,722.26,0.3985,0.357,1.4,-1.043
592,724.8,0.3956,0.353,1.4,-1.047
593,727.36,0.3927,0.36,1.4,-1.04
594,729.92,0.3898,0.355,1.4,-1.045
595,732.5,0.3873,0.352,1.4,-1.048
596,735.1,0.385,0.347,1.4,-1.053
597,737.72,0.3824,0.355,1.4,-1.045
598,740.34,0.38,0.349,1.4,-1.051
599,742.98,0.3772,0.344,1.4,-1.056
600,745.68,0.3744,0.346,1.4,-1.0539999999999998
601,748.38,0.3716,0.344,1.4,-1.056
602,751.08,0.3684,0.346,1.4,-1.0539999999999998
603,753.8,0.3654,0.339,1.4,-1.061
604,756.56,0.3621,0.342,1.4,-1.0579999999999998
605,759.32,0.3587,0.338,1.4,-1.0619999999999998
606,762.14,0.3548,0.336,1.4,-1.0639999999999998
607,765.02,0.3511,0.338,1.4,-1.0619999999999998
608,767.92,0.3475,0.335,1.4,-1.065
609,770.84,0.3435,0.333,1.4,-1.067
610,773.78,0.3394,0.331,1.4,-1.069
611,776.74,0.3354,0.333,1.4,-1.067
612,779.74,0.3318,0.328,1.4,-1.0719999999999998
613,782.78,0.3281,0.331,1.4,-1.069
614,785.88,0.3243,0.331,1.4,-1.069
615,789.0,0.3211,0.327,1.4,-1.073
616,792.16,0.3175,0.331,1.4,-1.069
617,795.34,0.3138,0.324,1.4,-1.0759999999999998
618,798.6,0.31,0.327,1.4,-1.073
619,801.84,0.3064,0.324,1.4,-1.0759999999999998
620,805.16,0.3021,0.327,1.4,-1.073
621,808.5,0.2981,0.322,1.4,-1.0779999999999998
622,811.86,0.2941,0.322,1.4,-1.0779999999999998
623,815.3,0.29,0.32,1.4,-1.0799999999999998
624,818.82,0.2855,0.32,1.4,-1.0799999999999998
625,822.42,0.2807,0.319,1.4,-1.081
626,826.06,0.2757,0.314,1.4,-1.0859999999999999
627,829.76,0.2705,0.317,1.4,-1.083
628,833.5,0.2654,0.316,1.4,-1.0839999999999999
629,837.28,0.2604,0.313,1.4,-1.087
630,841.2,0.2556,0.311,1.4,-1.089
631,845.2,0.2507,0.308,1.4,-1.0919999999999999
632,849.3,0.2458,0.308,1.4,-1.0919999999999999
633,853.46,0.2414,0.305,1.4,-1.095
634,857.76,0.2367,0.305,1.4,-1.095
635,862.06,0.2325,0.305,1.4,-1.095
636,866.44,0.2278,0.303,1.4,-1.097
637,870.88,0.2229,0.3,1.4,-1.0999999999999999
638,875.42,0.2177,0.298,1.4,-1.1019999999999999
639,880.12,0.2122,0.297,1.4,-1.103
640,884.96,0.2065,0.294,1.4,-1.1059999999999999
641,889.94,0.2004,0.294,1.4,-1.1059999999999999
642,895.1,0.194,0.294,1.4,-1.1059999999999999
643,900.44,0.1873,0.291,1.4,-1.109
644,905.94,0.1801,0.291,1.4,-1.109
645,911.74,0.1725,0.287,1.4,-1.113
646,917.9,0.1643,0.287,1.4,-1.113
647,924.34,0.1557,0.284,1.4,-1.1159999999999999
648,931.24,0.1465,0.283,1.4,-1.117
649,938.48,0.1367,0.28,1.398,-1.1179999999999999
650,946.48,0.1264,0.281,1.4,-1.1189999999999998
651,955.04,0.1153,0.28,1.4,-1.1199999999999999
