"Time (s) Run #14","Angle, Ch P1 (rad) Run #14","Angle, Ch P2 (rad) Run #14","AngleAmp (rad) Run #14","DrivingFrequency (Hz) Run #14","freq (Hz) Run #14","AngVel (rad/s) Run #14","DriverAngleVel (rad/s) Run #14"
497.200,-0.198,-0.953,,,,-5.9036,-0.8770
497.220,-0.316,-0.969,,,,-5.8512,-0.6414
497.240,-0.432,-0.979,,,,-5.7727,-0.3927
497.260,-0.547,-0.985,,,,-5.6549,-0.1571
497.280,-0.660,-0.985,,,,-5.4847,0.0785
497.300,-0.767,-0.982,,,,-5.2753,0.3272
497.320,-0.870,-0.972,,,,-5.0266,0.5760
497.340,-0.969,-0.958,,,,-4.7517,0.8247
497.360,-1.060,-0.939,,,,-4.4375,1.0603
497.380,-1.147,-0.916,,,,-4.0972,1.2828
497.400,-1.225,-0.888,,,,-3.7306,1.4923
497.420,-1.296,-0.856,,,,-3.3379,1.6886
497.440,-1.359,-0.820,,,,-2.9322,1.8719
497.460,-1.414,-0.781,,,,-2.5133,2.0551
497.480,-1.459,-0.738,,,,-2.0682,2.2515
497.500,-1.497,-0.691,,,,-1.5970,2.4347
497.520,-1.524,-0.639,,,,-1.1126,2.5918
497.540,-1.541,-0.587,,,,-0.6283,2.7096
497.560,-1.549,-0.531,,,,-0.1440,2.8274
497.580,-1.547,-0.474,,,,0.3403,2.9452
497.600,-1.535,-0.413,,,,0.8247,3.0238
497.620,-1.514,-0.352,,,,1.3090,3.0761
497.640,-1.483,-0.291,,,,1.7933,3.1154
497.660,-1.442,-0.228,,,,2.2646,3.1678
497.680,-1.392,-0.163,,,,2.6965,3.1940
497.700,-1.334,-0.099,,,,3.1154,3.1809
497.720,-1.268,-0.036,,,,3.5343,3.1023
497.740,-1.192,0.027,,,,3.9401,3.0238
497.760,-1.109,0.083,,,,4.3066,2.9583
497.780,-1.019,0.145,,,,4.6339,2.8798
497.800,-0.924,0.201,,,,4.9480,2.7489
497.820,-0.822,0.254,,,,5.2360,2.5656
497.840,-0.713,0.303,,,,5.4847,2.3824
497.860,-0.602,0.350,,,,5.6811,2.1860
497.880,-0.485,0.391,,,,5.8381,1.9766
497.900,-0.368,0.429,,,,5.9690,1.7410
497.920,-0.247,0.462,,,,6.0476,1.4923
497.940,-0.124,0.489,,,,6.0868,1.2174
497.960,-0.003,0.511,,,,6.0738,0.9425
497.980,0.119,0.526,,,,6.0214,0.6676
498.000,0.239,0.537,,,,5.9167,0.3927
498.020,0.357,0.542,,0.6667,0.6599,5.7596,0.1047
498.040,0.470,0.542,,,,5.5763,-0.1963
498.060,0.580,0.534,,,,5.3538,-0.4843
498.080,0.685,0.522,,,,5.0920,-0.7723
498.100,0.784,0.504,,,,4.7909,-1.0472
498.120,0.877,0.479,,,,4.4506,-1.3090
498.140,0.963,0.451,,,,4.0841,-1.5577
498.160,1.040,0.418,,,,3.6914,-1.7933
498.180,1.111,0.379,,,,3.2725,-2.0289
498.200,1.172,0.336,,,,2.8143,-2.2384
498.220,1.224,0.289,,,,2.3300,-2.4216
498.240,1.264,0.239,,,,1.8457,-2.5918
498.260,1.297,0.185,,,,1.3614,-2.7358
498.280,1.319,0.129,,,,0.8639,-2.8667
498.300,1.332,0.071,,,,0.3534,-2.9845
498.320,1.334,0.009,1.4166,,,-0.1571,-3.0761
498.340,1.326,-0.053,,,,-0.6676,-3.1285
498.360,1.307,-0.116,,,,-1.1650,-3.1416
498.380,1.279,-0.179,,,,-1.6493,-3.1547
498.400,1.241,-0.242,,,,-2.1206,-3.1547
498.420,1.194,-0.306,,,,-2.5918,-3.1285
498.440,1.137,-0.368,,,,-3.0369,-3.0761
498.460,1.071,-0.429,,,,-3.4558,-2.9976
498.480,0.999,-0.489,,,,-3.8485,-2.9060
498.500,0.917,-0.545,,,,-4.2150,-2.7882
498.520,0.829,-0.600,,,,-4.5422,-2.6573
498.540,0.735,-0.652,,,,-4.8302,-2.5264
498.560,0.636,-0.701,,,,-5.0920,-2.3824
498.580,0.531,-0.748,,,,-5.3276,-2.2253
498.600,0.423,-0.790,,,,-5.5240,-2.0420
498.620,0.309,-0.829,,,,-5.6811,-1.8326
498.640,0.195,-0.864,,,,-5.7989,-1.6362
498.660,0.077,-0.894,,,,-5.8774,-1.4399
498.680,-0.041,-0.922,,,,-5.9167,-1.2305
498.700,-0.160,-0.944,,,,-5.9036,-0.9948
498.720,-0.278,-0.961,,,,-5.8643,-0.7461
498.740,-0.394,-0.974,,,,-5.7858,-0.5105
498.760,-0.511,-0.982,,,,-5.6680,-0.2880
498.780,-0.622,-0.985,,,,-5.5109,-0.0524
498.800,-0.730,-0.985,,,,-5.3276,0.1963
498.820,-0.836,-0.977,,,,-5.1051,0.4451
498.840,-0.936,-0.966,,,,-4.8302,0.6807
498.860,-1.029,-0.950,,,,-4.5291,0.9032
498.880,-1.117,-0.930,,,,-4.2150,1.1388
498.900,-1.199,-0.905,,,,-3.8615,1.3614
498.920,-1.272,-0.875,,,,-3.4688,1.5708
498.940,-1.337,-0.842,,,,-3.0631,1.7802
498.960,-1.395,-0.804,,,,-2.6442,1.9766
498.980,-1.444,-0.762,,,,-2.2122,2.1598
499.000,-1.483,-0.718,,,,-1.7541,2.3300
499.020,-1.514,-0.669,,,,-1.2828,2.4871
499.040,-1.535,-0.617,,,,-0.7985,2.6442
499.060,-1.546,-0.564,,,,-0.3142,2.7882
499.080,-1.547,-0.506,,,,0.1702,2.9060
499.100,-1.539,-0.446,,,,0.6545,2.9976
499.120,-1.521,-0.386,,,,1.1388,3.0631
499.140,-1.494,-0.324,,,,1.6101,3.1154
499.160,-1.456,-0.261,,,,2.0682,3.1416
499.180,-1.411,-0.198,,,,2.5264,3.1416
499.200,-1.356,-0.135,,,,2.9583,3.1547
499.220,-1.291,-0.072,,,,3.3772,3.1416
499.240,-1.221,-0.008,,,,3.7699,3.0761
499.260,-1.140,0.052,,,,4.1495,2.9976
499.280,-1.054,0.110,,,,4.5030,2.9191
499.300,-0.960,0.170,,,,4.8171,2.8143
499.320,-0.861,0.225,,,,5.1051,2.6573
499.340,-0.756,0.275,,,,5.3669,2.4740
499.360,-0.646,0.324,,,,5.5894,2.2907
499.380,-0.531,0.368,,,,5.7596,2.0944
499.400,-0.415,0.407,,,,5.8905,1.8719
499.420,-0.295,0.443,,,,5.9952,1.6362
499.440,-0.174,0.473,,,,6.0607,1.3875
499.460,-0.052,0.498,,,,6.0738,1.1257
499.480,0.069,0.518,,,,6.0345,0.8508
499.500,0.190,0.533,,,,5.9429,0.5498
499.520,0.308,0.540,,,,5.8120,0.2487
499.540,0.423,0.542,,0.6579,0.6593,5.6418,-0.0393
499.560,0.534,0.539,,,,5.4323,-0.3142
499.580,0.641,0.529,,,,5.1836,-0.5890
499.600,0.741,0.515,,,,4.8957,-0.8770
499.620,0.837,0.495,,,,4.5684,-1.1519
499.640,0.925,0.468,,,,4.2150,-1.4137
499.660,1.005,0.438,,,,3.8354,-1.6624
499.680,1.079,0.402,,,,3.4296,-1.8980
499.700,1.144,0.361,,,,2.9976,-2.1075
499.720,1.199,0.317,,,,2.5395,-2.2907
499.740,1.246,0.270,,,,2.0682,-2.4740
499.760,1.282,0.218,,,,1.5708,-2.6442
499.780,1.308,0.163,,,,1.0603,-2.7882
499.800,1.324,0.107,,,,0.5629,-2.9060
499.820,1.330,0.047,1.4353,,,0.0654,-2.9976
499.840,1.327,-0.014,,,,-0.4320,-3.0761
499.860,1.313,-0.075,,,,-0.9425,-3.1285
499.880,1.290,-0.140,,,,-1.4399,-3.1547
499.900,1.255,-0.203,,,,-1.9111,-3.1547
499.920,1.213,-0.265,,,,-2.3693,-3.1416
499.940,1.161,-0.328,,,,-2.8143,-3.1154
499.960,1.100,-0.391,,,,-3.2463,-3.0500
499.980,1.030,-0.451,,,,-3.6521,-2.9583
500.000,0.953,-0.509,,,,-4.0317,-2.8536
500.020,0.869,-0.565,,,,-4.3721,-2.7358
500.040,0.778,-0.619,,,,-4.6731,-2.6049
500.060,0.682,-0.669,,,,-4.9480,-2.4740
500.080,0.580,-0.718,,,,-5.2098,-2.3300
500.100,0.473,-0.763,,,,-5.4323,-2.1598
500.120,0.361,-0.804,,,,-5.5894,-1.9635
500.140,0.248,-0.842,,,,-5.7072,-1.7671
500.160,0.134,-0.875,,,,-5.7989,-1.5708
500.180,0.016,-0.905,,,,-5.8643,-1.3614
500.200,-0.102,-0.930,,,,-5.8905,-1.1388
500.220,-0.220,-0.950,,,,-5.8643,-0.9032
500.240,-0.338,-0.966,,,,-5.7989,-0.6676
500.260,-0.452,-0.977,,,,-5.7072,-0.4451
500.280,-0.565,-0.983,,,,-5.5763,-0.2225
500.300,-0.677,-0.986,,,,-5.4062,0.0262
500.320,-0.782,-0.983,,,,-5.1967,0.2880
500.340,-0.884,-0.974,,,,-4.9480,0.5367
500.360,-0.982,-0.961,,,,-4.6731,0.7592
500.380,-1.071,-0.944,,,,-4.3590,0.9817
500.400,-1.156,-0.922,,,,-4.0186,1.2043
500.420,-1.233,-0.895,,,,-3.6521,1.4137
500.440,-1.302,-0.866,,,,-3.2463,1.6232
500.460,-1.363,-0.831,,,,-2.8274,1.8326
500.480,-1.415,-0.792,,,,-2.4086,2.0289
500.500,-1.459,-0.749,,,,-1.9766,2.1991
500.520,-1.495,-0.704,,,,-1.5315,2.3693
500.540,-1.521,-0.655,,,,-1.0603,2.5395
500.560,-1.538,-0.602,,,,-0.5760,2.6834
500.580,-1.544,-0.547,,,,-0.0916,2.8013
500.600,-1.541,-0.490,,,,0.4058,2.8929
500.620,-1.528,-0.430,,,,0.8901,2.9845
500.640,-1.505,-0.371,,,,1.3614,3.0631
500.660,-1.473,-0.308,,,,1.8195,3.1154
500.680,-1.433,-0.245,,,,2.2777,3.1678
500.700,-1.382,-0.182,,,,2.7227,3.1809
500.720,-1.323,-0.116,,,,3.1416,3.1678
500.740,-1.257,-0.055,,,,3.5474,3.1285
500.760,-1.181,0.008,,,,3.9270,3.0761
500.780,-1.098,0.069,,,,4.2935,3.0107
500.800,-1.010,0.129,,,,4.6208,2.8929
500.820,-0.913,0.185,,,,4.9218,2.7489
500.840,-0.812,0.239,,,,5.1967,2.5918
500.860,-0.705,0.289,,,,5.4323,2.4347
500.880,-0.594,0.336,,,,5.6418,2.2515
500.900,-0.479,0.380,,,,5.7989,2.0420
500.920,-0.361,0.418,,,,5.9167,1.8064
500.940,-0.242,0.452,,,,5.9952,1.5577
500.960,-0.121,0.481,,,,6.0345,1.2959
500.980,1.554E-15,0.504,,,,6.0214,1.0210
501.000,0.121,0.522,,,,5.9559,0.7461
501.020,0.239,0.534,,,,5.8512,0.4712
501.040,0.355,0.540,,,,5.7203,0.1963
501.060,0.468,0.542,,0.6579,0.6581,5.5502,-0.0916
501.080,0.578,0.537,,,,5.3145,-0.3796
501.100,0.682,0.526,,,,5.0396,-0.6676
501.120,0.779,0.511,,,,4.7386,-0.9556
501.140,0.872,0.489,,,,4.4113,-1.2305
501.160,0.957,0.460,,,,4.0448,-1.4923
501.180,1.034,0.429,,,,3.6390,-1.7279
501.200,1.103,0.391,,,,3.2201,-1.9373
501.220,1.162,0.350,,,,2.7882,-2.1337
501.240,1.214,0.306,,,,2.3431,-2.3169
501.260,1.257,0.258,,,,1.8719,-2.5002
501.280,1.290,0.206,,,,1.3744,-2.6704
501.300,1.312,0.151,,,,0.8639,-2.8013
501.320,1.324,0.093,,,,0.3534,-2.9060
501.340,1.326,0.035,1.4151,,,-0.1440,-2.9845
501.360,1.318,-0.027,,,,-0.6414,-3.0500
501.380,1.301,-0.088,,,,-1.1388,-3.1023
501.400,1.272,-0.151,,,,-1.6232,-3.1285
501.420,1.235,-0.214,,,,-2.0944,-3.1285
501.440,1.189,-0.276,,,,-2.5395,-3.1023
501.460,1.133,-0.338,,,,-2.9714,-3.0631
501.480,1.070,-0.399,,,,-3.3772,-2.9976
501.500,0.997,-0.459,,,,-3.7568,-2.9191
501.520,0.919,-0.515,,,,-4.1233,-2.8274
501.540,0.833,-0.572,,,,-4.4637,-2.7096
501.560,0.740,-0.625,,,,-4.7648,-2.5787
501.580,0.641,-0.674,,,,-5.0266,-2.4347
501.600,0.539,-0.723,,,,-5.2491,-2.2907
501.620,0.430,-0.767,,,,-5.4454,-2.1206
501.640,0.320,-0.807,,,,-5.6025,-1.9242
501.660,0.206,-0.844,,,,-5.7203,-1.7279
501.680,0.091,-0.877,,,,-5.7989,-1.5315
501.700,-0.027,-0.905,,,,-5.8381,-1.3352
501.720,-0.143,-0.930,,,,-5.8381,-1.1257
501.740,-0.261,-0.950,,,,-5.7989,-0.9032
501.760,-0.375,-0.966,,,,-5.7334,-0.6676
501.780,-0.490,-0.977,,,,-5.6287,-0.4451
501.800,-0.602,-0.983,,,,-5.4847,-0.2225
501.820,-0.710,-0.986,,,,-5.2884,0.0131
501.840,-0.814,-0.983,,,,-5.0658,0.2618
501.860,-0.913,-0.975,,,,-4.8171,0.5105
501.880,-1.007,-0.963,,,,-4.5422,0.7330
501.900,-1.095,-0.946,,,,-4.2281,0.9556
501.920,-1.177,-0.925,,,,-3.8746,1.1781
501.940,-1.250,-0.898,,,,-3.4950,1.3875
501.960,-1.316,-0.869,,,,-3.1023,1.5970
501.980,-1.374,-0.836,,,,-2.6965,1.7933
502.000,-1.425,-0.796,,,,-2.2777,1.9897
502.020,-1.466,-0.756,,,,-1.8326,2.1729
502.040,-1.499,-0.710,,,,-1.3744,2.3300
502.060,-1.521,-0.661,,,,-0.9032,2.4871
502.080,-1.535,-0.611,,,,-0.4189,2.6311
502.100,-1.538,-0.556,,,,0.0524,2.7489
502.120,-1.532,-0.500,,,,0.5236,2.8536
502.140,-1.517,-0.443,,,,0.9817,2.9452
502.160,-1.492,-0.382,,,,1.4530,3.0238
502.180,-1.459,-0.320,,,,1.9242,3.0761
502.200,-1.415,-0.259,,,,2.3693,3.1023
502.220,-1.363,-0.196,,,,2.8013,3.1285
502.240,-1.304,-0.134,,,,3.2070,3.1416
502.260,-1.235,-0.071,,,,3.5997,3.1023
502.280,-1.159,-0.008,,,,3.9663,3.0369
502.300,-1.076,0.050,,,,4.3066,2.9845
502.320,-0.986,0.110,,,,4.6339,2.9191
502.340,-0.891,0.170,,,,4.9349,2.8013
502.360,-0.789,0.223,,,,5.1967,2.6311
502.380,-0.682,0.273,,,,5.4193,2.4609
502.400,-0.572,0.322,,,,5.6025,2.2907
502.420,-0.457,0.366,,,,5.7596,2.0813
502.440,-0.341,0.405,,,,5.8774,1.8588
502.460,-0.221,0.440,,,,5.9429,1.6362
502.480,-0.102,0.471,,,,5.9690,1.4006
502.500,0.017,0.496,,,,5.9429,1.1388
502.520,0.137,0.517,,,,5.8774,0.8639
502.540,0.253,0.531,,,,5.7727,0.5760
502.560,0.368,0.540,,,,5.6287,0.2880
502.580,0.479,0.542,,0.6579,0.6573,5.4454,0.0131
502.600,0.586,0.540,,,,5.2098,-0.2618
502.620,0.688,0.533,,,,4.9349,-0.5498
502.640,0.784,0.518,,,,4.6339,-0.8508
502.660,0.873,0.498,,,,4.3066,-1.1257
502.680,0.957,0.473,,,,3.9532,-1.3744
502.700,1.032,0.443,,,,3.5736,-1.6101
502.720,1.100,0.408,,,,3.1678,-1.8326
502.740,1.159,0.369,,,,2.7358,-2.0420
502.760,1.210,0.327,,,,2.2777,-2.2384
502.780,1.250,0.280,,,,1.7933,-2.4216
502.800,1.282,0.229,,,,1.3090,-2.5787
502.820,1.302,0.176,,,,0.8247,-2.7227
502.840,1.315,0.121,,,,0.3403,-2.8536
502.860,1.316,0.061,1.4132,,,-0.1571,-2.9583
502.880,1.308,0.002,,,,-0.6545,-3.0238
502.900,1.290,-0.060,,,,-1.1388,-3.0631
502.920,1.263,-0.121,,,,-1.6101,-3.1023
502.940,1.225,-0.184,,,,-2.0682,-3.1285
502.960,1.180,-0.247,,,,-2.5133,-3.1154
502.980,1.125,-0.309,,,,-2.9452,-3.0761
503.000,1.062,-0.369,,,,-3.3510,-3.0238
503.020,0.990,-0.430,,,,-3.7306,-2.9583
503.040,0.913,-0.489,,,,-4.0841,-2.8798
503.060,0.826,-0.545,,,,-4.3982,-2.7751
503.080,0.735,-0.600,,,,-4.6862,-2.6573
503.100,0.639,-0.652,,,,-4.9480,-2.5133
503.120,0.537,-0.701,,,,-5.1836,-2.3562
503.140,0.430,-0.746,,,,-5.3800,-2.1991
503.160,0.322,-0.789,,,,-5.5240,-2.0289
503.180,0.209,-0.828,,,,-5.6287,-1.8326
503.200,0.096,-0.862,,,,-5.7072,-1.6232
503.220,-0.019,-0.892,,,,-5.7596,-1.4137
503.240,-0.135,-0.919,,,,-5.7727,-1.2174
503.260,-0.251,-0.941,,,,-5.7334,-1.0079
503.280,-0.364,-0.960,,,,-5.6549,-0.7854
503.300,-0.478,-0.972,,,,-5.5632,-0.5498
503.320,-0.587,-0.982,,,,-5.4323,-0.3142
503.340,-0.696,-0.985,,,,-5.2491,-0.0916
503.360,-0.798,-0.985,,,,-5.0266,0.1440
503.380,-0.897,-0.980,,,,-4.7778,0.3796
503.400,-0.990,-0.969,,,,-4.5160,0.6283
503.420,-1.078,-0.955,,,,-4.2150,0.8639
503.440,-1.159,-0.935,,,,-3.8746,1.0865
503.460,-1.233,-0.911,,,,-3.4950,1.2959
503.480,-1.299,-0.883,,,,-3.1023,1.4923
503.500,-1.357,-0.851,,,,-2.6965,1.7017
503.520,-1.407,-0.815,,,,-2.2777,1.9111
503.540,-1.448,-0.774,,,,-1.8588,2.1075
503.560,-1.481,-0.730,,,,-1.4268,2.2646
503.580,-1.506,-0.683,,,,-0.9687,2.4086
503.600,-1.521,-0.635,,,,-0.4843,2.5525
503.620,-1.525,-0.581,,,,0.0000,2.6965
503.640,-1.521,-0.526,,,,0.4581,2.8274
503.660,-1.506,-0.468,,,,0.9163,2.9191
503.680,-1.484,-0.408,,,,1.3744,2.9976
503.700,-1.451,-0.349,,,,1.8326,3.0500
503.720,-1.411,-0.286,,,,2.2777,3.0892
503.740,-1.360,-0.225,,,,2.6965,3.1154
503.760,-1.302,-0.162,,,,3.1023,3.1285
503.780,-1.236,-0.099,,,,3.4819,3.1285
503.800,-1.162,-0.036,,,,3.8485,3.0631
503.820,-1.082,0.025,,,,4.2019,2.9845
503.840,-0.994,0.082,,,,4.5291,2.9191
503.860,-0.900,0.141,,,,4.8302,2.8536
503.880,-0.801,0.198,,,,5.0920,2.7227
503.900,-0.696,0.251,,,,5.3145,2.5525
503.920,-0.587,0.298,,,,5.5109,2.3824
503.940,-0.476,0.347,,,,5.6680,2.1860
503.960,-0.360,0.388,,,,5.7858,1.9635
503.980,-0.243,0.424,,,,5.8512,1.7279
504.000,-0.126,0.457,,,,5.8774,1.5053
504.020,-0.008,0.485,,,,5.8774,1.2566
504.040,0.110,0.507,,,,5.8250,0.9817
504.060,0.226,0.525,,,,5.7203,0.7069
504.080,0.339,0.536,,,,5.5763,0.4320
504.100,0.449,0.542,,0.6579,0.6565,5.4062,0.1571
504.120,0.556,0.542,,,,5.2098,-0.1178
504.140,0.658,0.537,,,,4.9611,-0.4058
504.160,0.756,0.526,,,,4.6600,-0.6938
504.180,0.845,0.509,,,,4.3328,-0.9687
504.200,0.928,0.487,,,,3.9924,-1.2305
504.220,1.005,0.460,,,,3.6259,-1.4923
504.240,1.074,0.427,,,,3.2201,-1.7410
504.260,1.134,0.390,,,,2.7882,-1.9504
504.280,1.186,0.349,,,,2.3562,-2.1337
504.300,1.228,0.305,,,,1.9111,-2.3169
504.320,1.263,0.256,,,,1.4399,-2.5002
504.340,1.286,0.204,,,,0.9425,-2.6573
504.360,1.301,0.149,,,,0.4451,-2.7882
504.380,1.304,0.093,1.4054,,,-0.0393,-2.8929
504.400,1.299,0.033,,,,-0.5105,-2.9714
504.420,1.283,-0.027,,,,-0.9817,-3.0369
504.440,1.260,-0.088,,,,-1.4530,-3.0761
504.460,1.225,-0.151,,,,-1.9111,-3.1023
504.480,1.183,-0.212,,,,-2.3693,-3.1023
504.500,1.131,-0.275,,,,-2.8013,-3.0892
504.520,1.070,-0.336,,,,-3.2070,-3.0631
504.540,1.002,-0.397,,,,-3.5736,-2.9976
504.560,0.927,-0.457,,,,-3.9139,-2.9060
504.580,0.845,-0.514,,,,-4.2412,-2.8143
504.600,0.757,-0.569,,,,-4.5422,-2.7096
504.620,0.663,-0.624,,,,-4.8171,-2.5918
504.640,0.564,-0.672,,,,-5.0527,-2.4478
504.660,0.460,-0.721,,,,-5.2491,-2.2907
504.680,0.353,-0.765,,,,-5.4193,-2.1206
504.700,0.243,-0.806,,,,-5.5502,-1.9373
504.720,0.130,-0.842,,,,-5.6418,-1.7541
504.740,0.017,-0.877,,,,-5.6941,-1.5577
504.760,-0.097,-0.905,,,,-5.7072,-1.3483
504.780,-0.212,-0.930,,,,-5.6811,-1.1257
504.800,-0.325,-0.950,,,,-5.6156,-0.9032
504.820,-0.437,-0.966,,,,-5.5240,-0.6676
504.840,-0.547,-0.977,,,,-5.4062,-0.4451
504.860,-0.653,-0.983,,,,-5.2491,-0.2225
504.880,-0.757,-0.986,,,,-5.0527,0.0000
504.900,-0.856,-0.983,,,,-4.8302,0.2356
504.920,-0.950,-0.977,,,,-4.5684,0.4843
504.940,-1.040,-0.964,,,,-4.2673,0.7199
504.960,-1.122,-0.947,,,,-3.9401,0.9425
504.980,-1.197,-0.927,,,,-3.5867,1.1519
505.000,-1.266,-0.902,,,,-3.2201,1.3614
505.020,-1.326,-0.872,,,,-2.8274,1.5708
505.040,-1.379,-0.839,,,,-2.4216,1.7671
505.060,-1.423,-0.801,,,,-2.0028,1.9504
505.080,-1.459,-0.760,,,,-1.5577,2.1206
505.100,-1.486,-0.716,,,,-1.1126,2.2907
505.120,-1.503,-0.669,,,,-0.6676,2.4609
505.140,-1.513,-0.617,,,,-0.2094,2.6049
505.160,-1.513,-0.564,,,,0.2618,2.7096
505.180,-1.502,-0.509,,,,0.7330,2.8143
505.200,-1.483,-0.452,,,,1.1781,2.9191
505.220,-1.455,-0.391,,,,1.6101,2.9976
505.240,-1.418,-0.331,,,,2.0551,3.0500
505.260,-1.373,-0.270,,,,2.4871,3.0761
505.280,-1.318,-0.207,,,,2.9060,3.1023
505.300,-1.257,-0.146,,,,3.2987,3.1023
505.320,-1.186,-0.083,,,,3.6652,3.0761
505.340,-1.109,-0.022,,,,4.0186,3.0238
505.360,-1.026,0.038,,,,4.3459,2.9714
505.380,-0.935,0.096,,,,4.6469,2.9060
505.400,-0.839,0.156,,,,4.9087,2.8013
505.420,-0.738,0.209,,,,5.1313,2.6442
505.440,-0.633,0.261,,,,5.3407,2.4740
505.460,-0.525,0.308,,,,5.5240,2.3169
505.480,-0.412,0.353,,,,5.6680,2.1337
505.500,-0.297,0.394,,,,5.7596,1.9242
505.520,-0.181,0.430,,,,5.7989,1.6886
505.540,-0.064,0.462,,,,5.7989,1.4530
505.560,0.052,0.489,,,,5.7727,1.2043
505.580,0.167,0.511,,,,5.7072,0.9425
505.600,0.281,0.526,,,,5.5894,0.6676
505.620,0.391,0.537,,,,5.4323,0.3927
505.640,0.498,0.542,,0.6494,0.6538,5.2360,0.1178
505.660,0.602,0.542,,,,5.0135,-0.1571
505.680,0.699,0.536,,,,4.7517,-0.4320
505.700,0.792,0.525,,,,4.4506,-0.6938
505.720,0.878,0.507,,,,4.1233,-0.9556
505.740,0.957,0.487,,,,3.7699,-1.2174
505.760,1.029,0.459,,,,3.3903,-1.4792
505.780,1.093,0.427,,,,2.9845,-1.7279
505.800,1.148,0.390,,,,2.5525,-1.9373
505.820,1.195,0.349,,,,2.1206,-2.1337
505.840,1.233,0.305,,,,1.6755,-2.3169
505.860,1.263,0.256,,,,1.2043,-2.4871
505.880,1.282,0.204,,,,0.7199,-2.6311
505.900,1.291,0.151,1.3982,,,0.2356,-2.7620
505.920,1.291,0.094,,,,-0.2356,-2.8798
505.940,1.282,0.035,,,,-0.7069,-2.9714
505.960,1.263,-0.025,,,,-1.1781,-3.0369
505.980,1.235,-0.086,,,,-1.6362,-3.0761
506.000,1.197,-0.149,,,,-2.0682,-3.1023
506.020,1.151,-0.210,,,,-2.4871,-3.1023
506.040,1.098,-0.273,,,,-2.8929,-3.0761
506.060,1.035,-0.335,,,,-3.2856,-3.0369
506.080,0.966,-0.394,,,,-3.6521,-2.9845
506.100,0.889,-0.454,,,,-3.9924,-2.9060
506.120,0.806,-0.512,,,,-4.3066,-2.8143
506.140,0.716,-0.565,,,,-4.5946,-2.6965
506.160,0.622,-0.620,,,,-4.8433,-2.5787
506.180,0.522,-0.669,,,,-5.0527,-2.4478
506.200,0.419,-0.718,,,,-5.2360,-2.2907
506.220,0.313,-0.762,,,,-5.3931,-2.1206
506.240,0.203,-0.803,,,,-5.5109,-1.9373
506.260,0.091,-0.839,,,,-5.5763,-1.7671
506.280,-0.020,-0.873,,,,-5.6025,-1.5708
506.300,-0.134,-0.903,,,,-5.6025,-1.3614
506.320,-0.245,-0.927,,,,-5.5763,-1.1388
506.340,-0.357,-0.949,,,,-5.5240,-0.9163
506.360,-0.467,-0.964,,,,-5.4323,-0.6938
506.380,-0.575,-0.975,,,,-5.2884,-0.4712
506.400,-0.679,-0.983,,,,-5.1182,-0.2618
506.420,-0.779,-0.986,,,,-4.9218,-0.0262
506.440,-0.877,-0.985,,,,-4.6862,0.2225
506.460,-0.968,-0.977,,,,-4.4113,0.4581
506.480,-1.052,-0.966,,,,-4.1103,0.6938
506.500,-1.133,-0.950,,,,-3.7961,0.9163
506.520,-1.205,-0.928,,,,-3.4427,1.1257
506.540,-1.271,-0.905,,,,-3.0631,1.3221
506.560,-1.327,-0.877,,,,-2.6704,1.5315
506.580,-1.378,-0.844,,,,-2.2777,1.7410
506.600,-1.418,-0.806,,,,-1.8719,1.9373
506.620,-1.453,-0.767,,,,-1.4399,2.1075
506.640,-1.477,-0.721,,,,-0.9948,2.2646
506.660,-1.492,-0.675,,,,-0.5367,2.4216
506.680,-1.499,-0.625,,,,-0.0916,2.5787
506.700,-1.495,-0.572,,,,0.3665,2.7227
506.720,-1.484,-0.515,,,,0.8116,2.8274
506.740,-1.462,-0.459,,,,1.2566,2.9191
506.760,-1.434,-0.399,,,,1.7017,2.9976
506.780,-1.395,-0.338,,,,2.1337,3.0631
506.800,-1.348,-0.276,,,,2.5395,3.0892
506.820,-1.293,-0.214,,,,2.9191,3.1154
506.840,-1.232,-0.152,,,,3.2987,3.1285
506.860,-1.161,-0.088,,,,3.6652,3.1023
506.880,-1.084,-0.027,,,,4.0186,3.0500
506.900,-1.001,0.033,,,,4.3459,2.9845
506.920,-0.909,0.093,,,,4.6339,2.9191
506.940,-0.814,0.151,,,,4.8826,2.8143
506.960,-0.715,0.206,,,,5.1051,2.6704
506.980,-0.609,0.258,,,,5.3145,2.5133
507.000,-0.501,0.306,,,,5.4847,2.3431
507.020,-0.390,0.352,,,,5.6025,2.1468
507.040,-0.276,0.393,,,,5.6811,1.9242
507.060,-0.162,0.429,,,,5.7203,1.6886
507.080,-0.047,0.460,,,,5.7203,1.4661
507.100,0.068,0.487,,,,5.6811,1.2305
507.120,0.181,0.511,,,,5.6025,0.9687
507.140,0.292,0.526,,,,5.4847,0.6807
507.160,0.401,0.537,,,,5.3407,0.3927
507.180,0.506,0.542,,0.6494,0.6516,5.1575,0.1178
507.200,0.608,0.542,,,,4.9218,-0.1571
507.220,0.704,0.536,,,,4.6469,-0.4320
507.240,0.793,0.525,,,,4.3459,-0.7069
507.260,0.878,0.507,,,,4.0317,-0.9687
507.280,0.955,0.485,,,,3.6783,-1.2305
507.300,1.026,0.459,,,,3.2987,-1.4792
507.320,1.087,0.426,,,,2.8929,-1.7148
507.340,1.142,0.390,,,,2.4740,-1.9242
