"Time (s) Run #10","Angle, Ch P1 (rad) Run #10","Angle, Ch P2 (rad) Run #10","AngleAmp (rad) Run #10","DrivingFrequency (Hz) Run #10","freq (Hz) Run #10","AngVel (rad/s) Run #10","DriverAngleVel (rad/s) Run #10"
585.800,-0.112,0.880,,,,2.1206,1.3483
585.820,-0.069,0.905,,,,2.1075,1.1519
585.840,-0.027,0.927,,,,2.0813,0.9294
585.860,0.014,0.942,,,,2.0551,0.6938
585.880,0.055,0.953,,,,2.0159,0.4581
585.900,0.096,0.961,,,,1.9635,0.2356
585.920,0.134,0.963,,0.5882,0.5899,1.8850,0.0262
585.940,0.171,0.961,,,,1.8064,-0.1963
585.960,0.206,0.957,,,,1.7279,-0.4320
585.980,0.240,0.944,,,,1.6232,-0.6807
586.000,0.272,0.928,,,,1.5053,-0.9032
586.020,0.300,0.908,,,,1.3875,-1.0996
586.040,0.327,0.884,,,,1.2828,-1.3090
586.060,0.352,0.856,,,,1.1519,-1.5184
586.080,0.374,0.823,,,,1.0079,-1.7017
586.100,0.391,0.787,,,,0.8639,-1.8588
586.120,0.408,0.749,,,,0.7199,-2.0028
586.140,0.421,0.707,,,,0.5629,-2.1468
586.160,0.430,0.663,,,,0.3927,-2.2907
586.180,0.437,0.616,,,,0.2356,-2.4086
586.200,0.440,0.565,0.5550,,,0.0654,-2.5133
586.220,0.440,0.515,,,,-0.1047,-2.5918
586.240,0.435,0.462,,,,-0.2618,-2.6704
586.260,0.429,0.408,,,,-0.4058,-2.7358
586.280,0.419,0.352,,,,-0.5367,-2.7620
586.300,0.407,0.297,,,,-0.6807,-2.7751
586.320,0.393,0.242,,,,-0.8247,-2.7882
586.340,0.374,0.185,,,,-0.9687,-2.8013
586.360,0.353,0.129,,,,-1.0996,-2.7882
586.380,0.330,0.074,,,,-1.2174,-2.7489
586.400,0.305,0.019,,,,-1.3352,-2.6965
586.420,0.276,-0.035,,,,-1.4399,-2.6311
586.440,0.247,-0.086,,,,-1.5315,-2.5395
586.460,0.215,-0.137,,,,-1.6101,-2.4478
586.480,0.182,-0.184,,,,-1.6886,-2.3431
586.500,0.148,-0.231,,,,-1.7671,-2.2253
586.520,0.112,-0.273,,,,-1.8457,-2.1075
586.540,0.074,-0.314,,,,-1.9111,-1.9766
586.560,0.035,-0.353,,,,-1.9504,-1.8457
586.580,-0.005,-0.388,,,,-1.9766,-1.7017
586.600,-0.044,-0.421,,,,-2.0028,-1.5446
586.620,-0.085,-0.451,,,,-2.0159,-1.3875
586.640,-0.126,-0.476,,,,-2.0159,-1.2174
586.660,-0.165,-0.500,,,,-2.0028,-1.0341
586.680,-0.206,-0.518,,,,-1.9897,-0.8378
586.700,-0.245,-0.533,,,,-1.9766,-0.6414
586.720,-0.284,-0.543,,,,-1.9373,-0.4712
586.740,-0.324,-0.551,,,,-1.8850,-0.3011
586.760,-0.360,-0.556,,,,-1.8326,-0.1047
586.780,-0.396,-0.556,,,,-1.7802,0.1047
586.800,-0.432,-0.551,,,,-1.7148,0.3011
586.820,-0.465,-0.543,,,,-1.6232,0.4843
586.840,-0.496,-0.533,,,,-1.5184,0.6676
586.860,-0.526,-0.517,,,,-1.4268,0.8639
586.880,-0.553,-0.498,,,,-1.3221,1.0472
586.900,-0.580,-0.474,,,,-1.2043,1.2174
586.920,-0.602,-0.449,,,,-1.0865,1.3875
586.940,-0.622,-0.419,,,,-0.9556,1.5577
586.960,-0.641,-0.386,,,,-0.8247,1.7148
586.980,-0.655,-0.350,,,,-0.6807,1.8588
587.000,-0.668,-0.313,,,,-0.5236,2.0028
587.020,-0.677,-0.270,,,,-0.3665,2.1337
587.040,-0.682,-0.226,,,,-0.2094,2.2515
587.060,-0.685,-0.181,,,,-0.0654,2.3562
587.080,-0.685,-0.132,,,,0.0785,2.4740
587.100,-0.682,-0.082,,,,0.2356,2.5787
587.120,-0.675,-0.028,,,,0.3927,2.6442
587.140,-0.666,0.025,,,,0.5367,2.6965
587.160,-0.653,0.079,,,,0.6807,2.7358
587.180,-0.639,0.135,,,,0.8247,2.7751
587.200,-0.620,0.190,,,,0.9687,2.8013
587.220,-0.600,0.247,,,,1.1126,2.7882
587.240,-0.576,0.303,,,,1.2435,2.7620
587.260,-0.550,0.357,,,,1.3744,2.7227
587.280,-0.522,0.412,,,,1.4923,2.7096
587.300,-0.490,0.465,,,,1.5970,2.6834
587.320,-0.457,0.520,,,,1.6886,2.6049
587.340,-0.423,0.570,,,,1.7802,2.5133
587.360,-0.386,0.619,,,,1.8719,2.4086
587.380,-0.347,0.668,,,,1.9504,2.2907
587.400,-0.308,0.712,,,,2.0028,2.1468
587.420,-0.267,0.752,,,,2.0420,1.9897
587.440,-0.226,0.792,,,,2.0813,1.8326
587.460,-0.184,0.826,,,,2.1075,1.6624
587.480,-0.141,0.858,,,,2.1206,1.4923
587.500,-0.099,0.886,,,,2.1206,1.3090
587.520,-0.057,0.911,,,,2.1075,1.0865
587.540,-0.014,0.930,,,,2.0813,0.8508
587.560,0.027,0.944,,,,2.0420,0.6283
587.580,0.068,0.955,,,,1.9897,0.4320
587.600,0.107,0.961,,,,1.9373,0.2225
587.620,0.145,0.964,,0.5882,0.5878,1.8719,-0.0131
587.640,0.182,0.961,,,,1.7933,-0.2487
587.660,0.217,0.953,,,,1.6886,-0.4712
587.680,0.250,0.942,,,,1.5708,-0.6938
587.700,0.280,0.927,,,,1.4661,-0.9294
587.720,0.308,0.905,,,,1.3614,-1.1519
587.740,0.335,0.880,,,,1.2435,-1.3483
587.760,0.358,0.851,,,,1.0996,-1.5315
587.780,0.379,0.818,,,,0.9556,-1.7148
587.800,0.396,0.782,,,,0.8116,-1.8980
587.820,0.412,0.743,,,,0.6676,-2.0551
587.840,0.423,0.699,,,,0.5105,-2.1991
587.860,0.432,0.655,,,,0.3534,-2.3169
587.880,0.437,0.606,,,,0.1963,-2.4086
587.900,0.440,0.558,0.5559,,,0.0393,-2.4871
587.920,0.438,0.507,,,,-0.1178,-2.5264
587.940,0.435,0.456,,,,-0.2749,-2.5787
587.960,0.427,0.405,,,,-0.4320,-2.6442
587.980,0.418,0.350,,,,-0.5890,-2.7227
588.000,0.404,0.295,,,,-0.7330,-2.7751
588.020,0.388,0.239,,,,-0.8639,-2.7882
588.040,0.369,0.184,,,,-0.9817,-2.7882
588.060,0.349,0.127,,,,-1.1126,-2.7620
588.080,0.325,0.072,,,,-1.2305,-2.7227
588.100,0.298,0.019,,,,-1.3352,-2.6704
588.120,0.272,-0.035,,,,-1.4399,-2.6180
588.140,0.242,-0.086,,,,-1.5446,-2.5395
588.160,0.209,-0.137,,,,-1.6362,-2.4347
588.180,0.176,-0.184,,,,-1.7017,-2.3300
588.200,0.141,-0.229,,,,-1.7671,-2.2253
588.220,0.105,-0.273,,,,-1.8457,-2.1206
588.240,0.068,-0.314,,,,-1.9111,-1.9897
588.260,0.028,-0.353,,,,-1.9504,-1.8457
588.280,-0.011,-0.388,,,,-1.9635,-1.6886
588.300,-0.050,-0.421,,,,-1.9766,-1.5315
588.320,-0.090,-0.449,,,,-2.0028,-1.3744
588.340,-0.130,-0.476,,,,-2.0159,-1.2043
588.360,-0.171,-0.498,,,,-2.0028,-1.0210
588.380,-0.210,-0.517,,,,-1.9766,-0.8378
588.400,-0.250,-0.531,,,,-1.9504,-0.6676
588.420,-0.289,-0.543,,,,-1.9242,-0.4974
588.440,-0.327,-0.551,,,,-1.8719,-0.3142
588.460,-0.364,-0.556,,,,-1.8064,-0.1178
588.480,-0.399,-0.556,,,,-1.7410,0.0785
588.500,-0.434,-0.553,,,,-1.6755,0.2749
588.520,-0.467,-0.545,,,,-1.6101,0.4712
588.540,-0.498,-0.534,,,,-1.5184,0.6676
588.560,-0.528,-0.518,,,,-1.4137,0.8378
588.580,-0.554,-0.500,,,,-1.3090,0.9948
588.600,-0.580,-0.479,,,,-1.2043,1.1519
588.620,-0.603,-0.454,,,,-1.0865,1.3352
588.640,-0.624,-0.426,,,,-0.9425,1.5184
588.660,-0.641,-0.393,,,,-0.7985,1.6755
588.680,-0.655,-0.358,,,,-0.6545,1.8195
588.700,-0.668,-0.320,,,,-0.5105,1.9504
588.720,-0.675,-0.280,,,,-0.3665,2.0813
588.740,-0.682,-0.237,,,,-0.2225,2.2122
588.760,-0.685,-0.192,,,,-0.0785,2.3431
588.780,-0.685,-0.143,,,,0.0785,2.4609
588.800,-0.682,-0.093,,,,0.2356,2.5395
588.820,-0.675,-0.041,,,,0.3927,2.5918
588.840,-0.666,0.011,,,,0.5367,2.6442
588.860,-0.653,0.064,,,,0.6676,2.6965
588.880,-0.639,0.119,,,,0.8116,2.7489
588.900,-0.622,0.174,,,,0.9556,2.7751
588.920,-0.600,0.231,,,,1.0996,2.7751
588.940,-0.578,0.286,,,,1.2305,2.7489
588.960,-0.551,0.341,,,,1.3483,2.7227
588.980,-0.523,0.394,,,,1.4661,2.7096
589.000,-0.493,0.449,,,,1.5708,2.6704
589.020,-0.460,0.503,,,,1.6755,2.6049
589.040,-0.426,0.553,,,,1.7671,2.5133
589.060,-0.390,0.603,,,,1.8457,2.4216
589.080,-0.352,0.650,,,,1.9242,2.3169
589.100,-0.313,0.696,,,,1.9897,2.1860
589.120,-0.272,0.738,,,,2.0289,2.0420
589.140,-0.231,0.778,,,,2.0551,1.8850
589.160,-0.190,0.814,,,,2.0813,1.7279
589.180,-0.148,0.847,,,,2.1075,1.5577
589.200,-0.105,0.877,,,,2.1075,1.3744
589.220,-0.063,0.902,,,,2.0813,1.1650
589.240,-0.022,0.924,,,,2.0551,0.9425
589.260,0.019,0.939,,,,2.0289,0.7199
589.280,0.060,0.952,,,,1.9897,0.4974
589.300,0.099,0.960,,,,1.9242,0.2880
589.320,0.137,0.963,,0.5882,0.5857,1.8588,0.0785
589.340,0.173,0.963,,,,1.7933,-0.1440
589.360,0.209,0.958,,,,1.7017,-0.3796
589.380,0.242,0.947,,,,1.5970,-0.6152
589.400,0.272,0.933,,,,1.4923,-0.8247
589.420,0.302,0.914,,,,1.3875,-1.0341
589.440,0.328,0.892,,,,1.2566,-1.2435
589.460,0.352,0.864,,,,1.1126,-1.4399
589.480,0.372,0.834,,,,0.9817,-1.6362
589.500,0.391,0.800,,,,0.8508,-1.8064
589.520,0.407,0.760,,,,0.7069,-1.9504
589.540,0.419,0.721,,,,0.5498,-2.0682
589.560,0.429,0.679,,,,0.3927,-2.1991
589.580,0.435,0.633,,,,0.2356,-2.3431
589.600,0.438,0.584,0.5581,,,0.0785,-2.4609
589.620,0.438,0.534,,,,-0.0785,-2.5395
589.640,0.435,0.482,,,,-0.2356,-2.6049
589.660,0.429,0.430,,,,-0.3796,-2.6704
589.680,0.419,0.375,,,,-0.5236,-2.7227
589.700,0.408,0.320,,,,-0.6676,-2.7489
589.720,0.393,0.265,,,,-0.8116,-2.7620
589.740,0.375,0.210,,,,-0.9425,-2.7620
589.760,0.355,0.154,,,,-1.0603,-2.7489
589.780,0.333,0.101,,,,-1.1781,-2.6965
589.800,0.308,0.046,,,,-1.2959,-2.6311
589.820,0.281,-0.005,,,,-1.4137,-2.5787
589.840,0.251,-0.057,,,,-1.5053,-2.5264
589.860,0.220,-0.107,,,,-1.5839,-2.4609
589.880,0.188,-0.156,,,,-1.6624,-2.3693
589.900,0.154,-0.201,,,,-1.7410,-2.2646
589.920,0.118,-0.247,,,,-1.8064,-2.1468
589.940,0.082,-0.287,,,,-1.8588,-2.0159
589.960,0.044,-0.327,,,,-1.9111,-1.8719
589.980,0.005,-0.363,,,,-1.9504,-1.7410
590.000,-0.035,-0.396,,,,-1.9635,-1.6232
590.020,-0.074,-0.427,,,,-1.9635,-1.4923
590.040,-0.113,-0.457,,,,-1.9766,-1.3352
590.060,-0.152,-0.481,,,,-1.9897,-1.1519
590.080,-0.193,-0.503,,,,-1.9766,-0.9687
590.100,-0.232,-0.520,,,,-1.9373,-0.7985
590.120,-0.270,-0.534,,,,-1.8980,-0.6283
590.140,-0.308,-0.545,,,,-1.8719,-0.4581
590.160,-0.346,-0.553,,,,-1.8326,-0.2749
590.180,-0.382,-0.556,,,,-1.7671,-0.0785
590.200,-0.416,-0.556,,,,-1.7017,0.1178
590.220,-0.449,-0.551,,,,-1.6362,0.3011
590.240,-0.482,-0.543,,,,-1.5577,0.4843
590.260,-0.512,-0.533,,,,-1.4530,0.6676
590.280,-0.540,-0.517,,,,-1.3352,0.8508
590.300,-0.565,-0.498,,,,-1.2305,1.0341
590.320,-0.589,-0.476,,,,-1.1257,1.2043
590.340,-0.611,-0.449,,,,-1.0079,1.3744
590.360,-0.630,-0.421,,,,-0.8770,1.5315
590.380,-0.646,-0.388,,,,-0.7461,1.6755
590.400,-0.660,-0.353,,,,-0.6021,1.8195
590.420,-0.671,-0.316,,,,-0.4451,1.9635
590.440,-0.677,-0.275,,,,-0.2880,2.0944
590.460,-0.682,-0.231,,,,-0.1571,2.1991
590.480,-0.683,-0.187,,,,-0.0262,2.3038
590.500,-0.683,-0.140,,,,0.1309,2.4216
590.520,-0.679,-0.090,,,,0.2880,2.5264
590.540,-0.671,-0.038,,,,0.4320,2.5918
590.560,-0.661,0.014,,,,0.5629,2.6573
590.580,-0.649,0.068,,,,0.7069,2.7096
590.600,-0.633,0.124,,,,0.8639,2.7489
590.620,-0.614,0.178,,,,1.0079,2.7620
590.640,-0.592,0.234,,,,1.1388,2.7620
590.660,-0.569,0.289,,,,1.2566,2.7620
590.680,-0.542,0.344,,,,1.3614,2.7358
590.700,-0.514,0.399,,,,1.4661,2.7096
590.720,-0.484,0.452,,,,1.5708,2.6573
590.740,-0.451,0.506,,,,1.6886,2.5787
590.760,-0.416,0.556,,,,1.7933,2.5002
590.780,-0.379,0.605,,,,1.8719,2.4216
590.800,-0.341,0.653,,,,1.9242,2.3300
590.820,-0.302,0.699,,,,1.9635,2.1991
590.840,-0.262,0.741,,,,2.0028,2.0289
590.860,-0.221,0.781,,,,2.0420,1.8588
590.880,-0.181,0.815,,,,2.0813,1.6886
590.900,-0.138,0.848,,,,2.0944,1.5315
590.920,-0.096,0.877,,,,2.0813,1.3614
590.940,-0.055,0.903,,,,2.0551,1.1519
590.960,-0.014,0.924,,,,2.0289,0.9294
590.980,0.027,0.939,,,,2.0028,0.7069
591.000,0.066,0.952,,,,1.9635,0.5105
591.020,0.105,0.960,,,,1.9111,0.3011
591.040,0.143,0.964,,0.5814,0.5838,1.8457,0.0785
591.060,0.179,0.963,,,,1.7541,-0.1571
591.080,0.214,0.958,,,,1.6624,-0.3927
591.100,0.245,0.947,,,,1.5708,-0.6152
591.120,0.276,0.933,,,,1.4661,-0.8247
591.140,0.305,0.914,,,,1.3483,-1.0210
591.160,0.330,0.892,,,,1.2174,-1.2174
591.180,0.353,0.866,,,,1.0865,-1.4137
591.200,0.374,0.836,,,,0.9556,-1.6101
591.220,0.391,0.801,,,,0.8247,-1.7933
591.240,0.407,0.763,,,,0.6807,-1.9635
591.260,0.419,0.723,,,,0.5236,-2.1075
591.280,0.427,0.679,,,,0.3665,-2.2253
591.300,0.434,0.633,,,,0.2225,-2.3300
591.320,0.437,0.586,0.5546,,,0.0785,-2.4347
591.340,0.437,0.536,,,,-0.0785,-2.5395
591.360,0.434,0.484,,,,-0.2356,-2.6180
591.380,0.427,0.430,,,,-0.3927,-2.6704
591.400,0.418,0.377,,,,-0.5498,-2.7096
591.420,0.405,0.322,,,,-0.6938,-2.7358
591.440,0.390,0.267,,,,-0.8247,-2.7620
591.460,0.372,0.212,,,,-0.9425,-2.7620
591.480,0.352,0.156,,,,-1.0603,-2.7489
591.500,0.330,0.102,,,,-1.1781,-2.7096
591.520,0.305,0.047,,,,-1.2959,-2.6573
591.540,0.278,-0.005,,,,-1.4006,-2.6049
591.560,0.248,-0.057,,,,-1.4923,-2.5395
591.580,0.218,-0.107,,,,-1.5839,-2.4740
591.600,0.185,-0.156,,,,-1.6624,-2.3824
591.620,0.151,-0.203,,,,-1.7279,-2.2907
591.640,0.116,-0.247,,,,-1.7802,-2.1729
591.660,0.080,-0.291,,,,-1.8457,-2.0420
591.680,0.042,-0.328,,,,-1.9111,-1.9111
591.700,0.003,-0.366,,,,-1.9504,-1.7802
591.720,-0.036,-0.401,,,,-1.9635,-1.6362
591.740,-0.075,-0.432,,,,-1.9635,-1.4661
591.760,-0.115,-0.459,,,,-1.9766,-1.3090
591.780,-0.154,-0.484,,,,-1.9897,-1.1519
591.800,-0.195,-0.506,,,,-1.9766,-0.9687
591.820,-0.234,-0.523,,,,-1.9373,-0.7723
591.840,-0.272,-0.536,,,,-1.8980,-0.5890
591.860,-0.309,-0.547,,,,-1.8719,-0.4189
591.880,-0.347,-0.553,,,,-1.8326,-0.2487
591.900,-0.383,-0.556,,,,-1.7671,-0.0654
591.920,-0.418,-0.556,,,,-1.6886,0.1309
591.940,-0.451,-0.551,,,,-1.6101,0.3403
591.960,-0.482,-0.542,,,,-1.5315,0.5367
591.980,-0.512,-0.529,,,,-1.4399,0.7069
592.000,-0.540,-0.514,,,,-1.3483,0.8770
592.020,-0.565,-0.495,,,,-1.2435,1.0472
592.040,-0.591,-0.471,,,,-1.1257,1.2174
592.060,-0.611,-0.446,,,,-0.9948,1.3744
592.080,-0.630,-0.416,,,,-0.8639,1.5315
592.100,-0.646,-0.385,,,,-0.7330,1.6886
592.120,-0.660,-0.349,,,,-0.5890,1.8457
592.140,-0.669,-0.311,,,,-0.4451,1.9897
592.160,-0.677,-0.269,,,,-0.3011,2.1206
592.180,-0.682,-0.226,,,,-0.1571,2.2384
592.200,-0.683,-0.179,,,,0.0000,2.3562
592.220,-0.682,-0.132,,,,0.1571,2.4478
592.240,-0.677,-0.080,,,,0.3011,2.5133
592.260,-0.669,-0.031,,,,0.4451,2.5787
592.280,-0.660,0.022,,,,0.5890,2.6442
592.300,-0.646,0.075,,,,0.7330,2.7096
592.320,-0.630,0.130,,,,0.8639,2.7358
592.340,-0.611,0.185,,,,0.9948,2.7489
592.360,-0.591,0.240,,,,1.1257,2.7489
592.380,-0.565,0.295,,,,1.2566,2.7358
592.400,-0.540,0.350,,,,1.3744,2.7096
592.420,-0.511,0.404,,,,1.4792,2.6704
592.440,-0.481,0.457,,,,1.5970,2.6311
592.460,-0.448,0.509,,,,1.7017,2.5656
592.480,-0.412,0.561,,,,1.7933,2.4740
592.500,-0.375,0.608,,,,1.8588,2.3824
592.520,-0.338,0.655,,,,1.9242,2.2907
592.540,-0.298,0.701,,,,1.9897,2.1860
592.560,-0.258,0.743,,,,2.0289,2.0289
592.580,-0.217,0.782,,,,2.0420,1.8588
592.600,-0.176,0.817,,,,2.0551,1.6886
592.620,-0.135,0.850,,,,2.0682,1.5184
592.640,-0.093,0.878,,,,2.0813,1.3352
592.660,-0.052,0.903,,,,2.0682,1.1388
592.680,-0.009,0.924,,,,2.0420,0.9294
592.700,0.030,0.941,,,,2.0028,0.7069
592.720,0.071,0.952,,,,1.9504,0.4843
592.740,0.108,0.960,,,,1.8980,0.2749
592.760,0.146,0.963,,0.5814,0.5810,1.8195,0.0785
592.780,0.182,0.963,,,,1.7410,-0.1309
592.800,0.215,0.958,,,,1.6493,-0.3403
592.820,0.248,0.949,,,,1.5577,-0.5498
592.840,0.278,0.936,,,,1.4530,-0.7592
592.860,0.306,0.919,,,,1.3352,-0.9687
592.880,0.331,0.897,,,,1.2174,-1.1650
592.900,0.355,0.872,,,,1.0865,-1.3483
592.920,0.375,0.844,,,,0.9556,-1.5315
592.940,0.393,0.811,,,,0.8116,-1.7148
592.960,0.408,0.774,,,,0.6676,-1.8850
592.980,0.419,0.735,,,,0.5236,-2.0420
593.000,0.429,0.693,,,,0.3796,-2.1729
593.020,0.435,0.647,,,,0.2356,-2.2777
593.040,0.438,0.602,0.5556,,,0.0785,-2.3824
593.060,0.438,0.553,,,,-0.0785,-2.4871
593.080,0.435,0.501,,,,-0.2356,-2.5787
593.100,0.429,0.449,,,,-0.3927,-2.6442
593.120,0.419,0.396,,,,-0.5367,-2.6965
593.140,0.407,0.341,,,,-0.6676,-2.7358
593.160,0.393,0.286,,,,-0.7985,-2.7489
593.180,0.375,0.231,,,,-0.9294,-2.7489
593.200,0.355,0.176,,,,-1.0472,-2.7358
593.220,0.333,0.121,,,,-1.1519,-2.7227
593.240,0.309,0.068,,,,-1.2697,-2.6834
593.260,0.283,0.013,,,,-1.3875,-2.6311
593.280,0.253,-0.038,,,,-1.4792,-2.5656
593.300,0.223,-0.090,,,,-1.5577,-2.4871
593.320,0.192,-0.138,,,,-1.6362,-2.4086
593.340,0.157,-0.185,,,,-1.7148,-2.3038
593.360,0.123,-0.231,,,,-1.7802,-2.1991
593.380,0.086,-0.273,,,,-1.8326,-2.0813
593.400,0.049,-0.314,,,,-1.8850,-1.9504
593.420,0.011,-0.352,,,,-1.9242,-1.8195
593.440,-0.028,-0.386,,,,-1.9504,-1.6755
593.460,-0.068,-0.419,,,,-1.9635,-1.5315
593.480,-0.107,-0.448,,,,-1.9635,-1.3744
593.500,-0.146,-0.474,,,,-1.9635,-1.2043
593.520,-0.185,-0.496,,,,-1.9504,-1.0341
593.540,-0.225,-0.515,,,,-1.9242,-0.8508
593.560,-0.262,-0.531,,,,-1.8980,-0.6807
593.580,-0.300,-0.542,,,,-1.8719,-0.4974
593.600,-0.338,-0.551,,,,-1.8326,-0.3142
593.620,-0.374,-0.554,,,,-1.7671,-0.1309
593.640,-0.408,-0.556,,,,-1.6886,0.0524
593.660,-0.441,-0.553,,,,-1.6232,0.2356
593.680,-0.473,-0.547,,,,-1.5577,0.4320
593.700,-0.504,-0.536,,,,-1.4661,0.6152
593.720,-0.533,-0.522,,,,-1.3614,0.7985
593.740,-0.558,-0.504,,,,-1.2566,0.9687
593.760,-0.583,-0.482,,,,-1.1519,1.1388
593.780,-0.605,-0.459,,,,-1.0341,1.3090
593.800,-0.624,-0.430,,,,-0.9032,1.4661
593.820,-0.641,-0.399,,,,-0.7723,1.6232
593.840,-0.655,-0.366,,,,-0.6283,1.7671
593.860,-0.666,-0.328,,,,-0.4843,1.9111
593.880,-0.674,-0.289,,,,-0.3403,2.0420
593.900,-0.680,-0.247,,,,-0.1963,2.1598
593.920,-0.682,-0.203,,,,-0.0524,2.2777
593.940,-0.682,-0.156,,,,0.0916,2.3955
593.960,-0.679,-0.107,,,,0.2356,2.5002
593.980,-0.672,-0.055,,,,0.3927,2.5787
594.000,-0.663,-0.003,,,,0.5498,2.6311
594.020,-0.650,0.050,,,,0.6938,2.6704
594.040,-0.635,0.104,,,,0.8247,2.7096
594.060,-0.617,0.159,,,,0.9425,2.7358
594.080,-0.597,0.214,,,,1.0734,2.7489
594.100,-0.575,0.269,,,,1.2043,2.7358
594.120,-0.548,0.324,,,,1.3221,2.7096
594.140,-0.522,0.377,,,,1.4399,2.6834
594.160,-0.492,0.430,,,,1.5446,2.6573
594.180,-0.459,0.484,,,,1.6493,2.6049
594.200,-0.426,0.536,,,,1.7410,2.5264
594.220,-0.390,0.584,,,,1.8195,2.4216
594.240,-0.352,0.633,,,,1.8850,2.3169
594.260,-0.314,0.677,,,,1.9373,2.1991
594.280,-0.275,0.721,,,,1.9897,2.0813
594.300,-0.234,0.760,,,,2.0289,1.9504
594.320,-0.193,0.800,,,,2.0551,1.7933
594.340,-0.152,0.833,,,,2.0682,1.6232
594.360,-0.110,0.864,,,,2.0682,1.4268
594.380,-0.069,0.891,,,,2.0551,1.2305
594.400,-0.028,0.913,,,,2.0289,1.0210
594.420,0.013,0.931,,,,2.0028,0.8247
594.440,0.052,0.946,,,,1.9635,0.6283
594.460,0.091,0.957,,,,1.9111,0.4189
594.480,0.129,0.963,,,,1.8457,0.1963
594.500,0.165,0.964,,0.5747,0.5793,1.7671,-0.0393
594.520,0.199,0.961,,,,1.6886,-0.2618
594.540,0.232,0.953,,,,1.5970,-0.4843
594.560,0.264,0.942,,,,1.4923,-0.7069
594.580,0.292,0.925,,,,1.3744,-0.9163
594.600,0.319,0.905,,,,1.2566,-1.1126
594.620,0.342,0.881,,,,1.1388,-1.3090
594.640,0.364,0.853,,,,1.0210,-1.5053
594.660,0.383,0.820,,,,0.8901,-1.6886
594.680,0.401,0.785,,,,0.7330,-1.8457
594.700,0.413,0.746,,,,0.5760,-1.9897
594.720,0.423,0.705,,,,0.4320,-2.1206
594.740,0.430,0.661,,,,0.2880,-2.2384
594.760,0.435,0.616,0.5551,,,0.1309,-2.3562
594.780,0.435,0.567,,,,-0.0262,-2.4609
594.800,0.434,0.517,,,,-0.1702,-2.5525
594.820,0.429,0.465,,,,-0.3142,-2.6180
594.840,0.421,0.412,,,,-0.4581,-2.6704
594.860,0.410,0.358,,,,-0.6021,-2.7096
594.880,0.397,0.303,,,,-0.7461,-2.7489
594.900,0.380,0.248,,,,-0.8770,-2.7620
594.920,0.361,0.192,,,,-0.9948,-2.7489
594.940,0.341,0.138,,,,-1.1126,-2.7096
594.960,0.317,0.083,,,,-1.2305,-2.6704
594.980,0.291,0.031,,,,-1.3352,-2.6442
595.000,0.264,-0.022,,,,-1.4268,-2.5918
595.020,0.234,-0.074,,,,-1.5184,-2.5264
595.040,0.203,-0.123,,,,-1.6101,-2.4347
595.060,0.170,-0.171,,,,-1.6886,-2.3431
595.080,0.135,-0.217,,,,-1.7541,-2.2384
595.100,0.099,-0.261,,,,-1.8064,-2.1075
595.120,0.063,-0.302,,,,-1.8588,-1.9766
595.140,0.025,-0.339,,,,-1.9111,-1.8457
595.160,-0.014,-0.375,,,,-1.9504,-1.7148
595.180,-0.053,-0.408,,,,-1.9635,-1.5708
595.200,-0.093,-0.438,,,,-1.9635,-1.4137
595.220,-0.132,-0.465,,,,-1.9635,-1.2566
595.240,-0.171,-0.489,,,,-1.9504,-1.0996
595.260,-0.210,-0.509,,,,-1.9373,-0.9294
595.280,-0.248,-0.526,,,,-1.9242,-0.7461
595.300,-0.287,-0.539,,,,-1.8980,-0.5629
595.320,-0.325,-0.548,,,,-1.8457,-0.3796
595.340,-0.361,-0.554,,,,-1.7802,-0.1963
595.360,-0.396,-0.556,,,,-1.7148,-0.0131
595.380,-0.430,-0.554,,,,-1.6493,0.1702
595.400,-0.462,-0.550,,,,-1.5708,0.3534
595.420,-0.493,-0.540,,,,-1.4923,0.5498
595.440,-0.522,-0.528,,,,-1.4006,0.7330
595.460,-0.550,-0.511,,,,-1.2959,0.9032
595.480,-0.573,-0.492,,,,-1.1912,1.0734
595.500,-0.597,-0.468,,,,-1.0734,1.2435
595.520,-0.617,-0.441,,,,-0.9556,1.4137
595.540,-0.635,-0.412,,,,-0.8116,1.5708
595.560,-0.650,-0.379,,,,-0.6676,1.7148
595.580,-0.661,-0.342,,,,-0.5236,1.8588
595.600,-0.671,-0.305,,,,-0.3927,2.0028
595.620,-0.677,-0.262,,,,-0.2618,2.1337
595.640,-0.682,-0.218,,,,-0.1178,2.2384
595.660,-0.682,-0.173,,,,0.0393,2.3300
595.680,-0.680,-0.126,,,,0.1963,2.4347
595.700,-0.674,-0.075,,,,0.3403,2.5264
595.720,-0.666,-0.024,,,,0.4843,2.5918
595.740,-0.655,0.028,,,,0.6283,2.6311
595.760,-0.641,0.082,,,,0.7723,2.6704
595.780,-0.624,0.135,,,,0.9032,2.7096
595.800,-0.605,0.190,,,,1.0210,2.7489
595.820,-0.583,0.245,,,,1.1519,2.7489
595.840,-0.559,0.302,,,,1.2828,2.7227
595.860,-0.531,0.353,,,,1.4006,2.6834
595.880,-0.503,0.408,,,,1.5053,2.6573
595.900,-0.471,0.460,,,,1.5970,2.6311
595.920,-0.438,0.514,,,,1.7017,2.5525
595.940,-0.404,0.564,,,,1.7933,2.4609
595.960,-0.366,0.611,,,,1.8719,2.3562
595.980,-0.328,0.658,,,,1.9242,2.2646
